#
# Output Filename: power_avg.out
# Generation Time: 3-August-2015_07:36:10 (UTC)
# File Contents:   Average Power Values
#
# EPS Version:     v2.5.36
#
# CFG Template:    v3.19
# EDF Template:    v3.12
# ITL Template:    v3.10
# EVF Template:    v3.1
#
# POR Definition:  CRID issue C4
# EVF (ESOC FD):   DDID appendix-H v2.1
#
# Input Timeline:  BC-SFT2_FM-FUNC_VER-ITL-GEN01A.itl
# Input CFG:       eps.cfg
# Input EDF:       bepi.edf
# MDB version:     SISBCMAS "PFM v5.0 (1, 5, 0)"
# Input EVF:       bepi_events_mpo_sft.evf
#

#Ref_date: 6-October-2022

Elapsed time,Total,ANTENNA_X,ANTENNA_KA,SSMM,BELA,ISA,MERMAG,MERTIS,MGNS,MIXS_SIXS,PHEBUS,SERENA,SIMBIOSYS
000_20:43:35,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:43:36,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:43:37,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:43:38,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:43:39,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:43:40,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:43:41,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:43:42,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:43:43,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:43:44,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:43:45,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:43:46,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:43:47,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:43:48,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:43:49,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:43:50,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:43:51,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:43:52,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:43:53,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:43:54,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:43:55,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:43:56,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:43:57,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:43:58,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:43:59,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:02,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:03,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:04,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:05,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:06,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:07,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:08,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:09,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:16,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:17,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:19,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:20,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:21,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:22,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:24,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:25,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:26,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:27,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:28,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:29,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:30,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:31,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:32,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:33,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:34,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:35,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:36,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:37,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:38,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:39,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:40,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:41,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:42,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:43,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:44,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:45,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:46,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:47,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:48,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:49,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:50,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:51,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:52,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:53,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:54,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:55,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:56,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:57,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:58,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:44:59,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
000_20:45:00,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:01,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:02,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:03,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:04,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:05,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:06,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:07,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:08,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:09,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:10,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:11,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:12,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:13,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:14,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:15,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:16,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:17,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:18,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:19,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:20,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:21,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:22,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:23,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:24,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:25,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:26,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:27,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:28,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:29,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:30,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:31,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:32,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:33,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:34,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:35,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:36,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:37,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:38,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:39,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:40,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:41,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:42,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:43,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:44,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:45,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:46,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:47,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:48,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:49,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:50,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:51,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:52,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:53,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:54,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:55,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:56,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:57,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:58,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:45:59,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:00,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:01,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:02,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:03,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:04,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:05,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:06,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:07,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:08,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:09,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:10,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:11,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:12,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:13,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:14,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:15,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:16,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:17,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:18,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:19,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:20,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:21,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:22,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:23,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:24,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:25,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:26,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:27,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:28,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:29,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:30,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:31,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:32,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:33,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:34,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:35,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:36,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:37,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:38,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:39,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:40,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:41,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:42,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:43,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:44,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:45,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:46,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:47,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:48,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:49,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:50,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:51,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:52,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:53,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:54,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:55,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:56,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:57,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:58,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:46:59,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:47:00,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:47:01,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:47:02,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:47:03,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:47:04,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:47:05,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:47:06,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:47:07,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:47:08,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:47:09,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:47:10,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:47:11,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:47:12,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:47:13,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:47:14,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:47:15,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:47:16,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:47:17,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:47:18,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:47:19,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
000_20:47:20,47.320,0.000,0.000,0.000,13.470,11.750,0.000,5.100,3.500,0.000,6.000,2.400,5.100
